Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
First Class;Corporate;United States;San Antonio;Texas;78207;Central;Technology;Accessories;113.52;5;0.2;29.799
First Class;Corporate;United States;San Antonio;Texas;78207;Central;Technology;Phones;359.88;3;0.2;224.925
Same Day;Consumer;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;25.344;4;0.2;91.872
Second Class;Home Office;United States;San Francisco;California;94109;West;Office Supplies;Binders;11.952;3;0.2;41.832
Second Class;Home Office;United States;San Francisco;California;94109;West;Office Supplies;Supplies;6.24;3;0;1.872
Second Class;Consumer;United States;Avondale;Arizona;85323;West;Technology;Phones;742.336;8;0.2;835.128
Standard Class;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Furnishings;6.464;1;0.6;-4.04
Standard Class;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Labels;11.52;5;0.2;4.176
Standard Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;222.384;2;0.2;166.788
Standard Class;Home Office;United States;Escondido;California;92025;West;Office Supplies;Art;23.36;4;0;60.736
Second Class;Corporate;United States;Long Beach;New York;11561;East;Office Supplies;Labels;8.67;3;0;40.749
Second Class;Corporate;United States;Long Beach;New York;11561;East;Office Supplies;Supplies;25.71;3;0;66.846
Standard Class;Consumer;United States;Newark;Delaware;19711;East;Office Supplies;Appliances;100.94;7;0;333.102
First Class;Consumer;United States;Buffalo;New York;14215;East;Furniture;Chairs;63.882;1;0.1;10.647
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Furniture;Chairs;683.144;4;0.3;0
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Binders;1.476;3;0.8;-2.214
Standard Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Supplies;40.712;7;0.2;35.623
Standard Class;Consumer;United States;Wichita;Kansas;67212;Central;Office Supplies;Paper;279.9;5;0;137.151
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Art;13.12;5;0.2;1.148
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Furniture;Bookcases;69.576;4;0.7;-1.437.904
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Art;4.224;3;0.2;0.4752
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Technology;Accessories;58.08;4;0.2;-6.534
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;52.416;9;0.2;150.696
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;54.92;5;0.2;10.984
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Furniture;Tables;364.95;5;0.5;-248.166
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Paper;85.056;3;0.2;287.064
Standard Class;Consumer;United States;Colorado Springs;Colorado;80906;West;Office Supplies;Paper;27.696;3;0.2;96.936
Standard Class;Consumer;United States;New York City;New York;10011;East;Office Supplies;Paper;24.96;4;0;11.232
Standard Class;Corporate;United States;Los Angeles;California;90036;West;Furniture;Furnishings;43.13;1;0;181.146
Standard Class;Consumer;United States;Marietta;Georgia;30062;South;Office Supplies;Binders;5.64;3;0;27.072
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Binders;57.582;3;0.7;-441.462
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Paper;31.104;6;0.2;108.864
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Furniture;Furnishings;30.192;3;0.2;83.028
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Technology;Phones;43.6;5;0.2;4.36
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Art;4.768;2;0.2;0.4172
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Binders;10.38;2;0.7;-7.612
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Binders;13.392;8;0.7;-98.208
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Technology;Phones;39.594;1;0.4;-72.589
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Furnishings;91.008;9;0.2;193.392
Second Class;Consumer;United States;Los Angeles;California;90008;West;Office Supplies;Paper;37.94;2;0;182.112
Second Class;Consumer;United States;Los Angeles;California;90008;West;Office Supplies;Paper;42.8;10;0;19.26
Second Class;Consumer;United States;Los Angeles;California;90008;West;Office Supplies;Storage;33.63;3;0;10.089
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Envelopes;62.808;3;0.2;211.977
First Class;Consumer;United States;Eau Claire;Wisconsin;54703;Central;Office Supplies;Paper;195.64;4;0;919.508
First Class;Consumer;United States;Eau Claire;Wisconsin;54703;Central;Technology;Phones;239.9;2;0;71.97
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Furniture;Chairs;380.058;3;0.3;-217.176
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Technology;Copiers;1.199.976;4;0.4;1.799.964
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Furniture;Furnishings;48.576;3;0.2;97.152
First Class;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;Paper;17.94;3;0;8.073
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Paper;18.264;3;0.2;61.641
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Appliances;34.656;2;0.2;56.316
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Appliances;81.552;2;0.2;81.552
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19134;East;Office Supplies;Storage;227.136;4;0.2;-42.588
Standard Class;Consumer;United States;Norwich;Connecticut;6360;East;Office Supplies;Binders;10.36;2;0;50.764
Standard Class;Consumer;United States;San Antonio;Texas;78207;Central;Office Supplies;Appliances;463.248;8;0.8;-11.812.824
Standard Class;Consumer;United States;San Antonio;Texas;78207;Central;Technology;Accessories;383.952;6;0.2;47.994
Same Day;Home Office;United States;Yuma;Arizona;85364;West;Office Supplies;Binders;44.856;6;0.7;-358.848
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Technology;Machines;30.345;7;0.7;-24.276
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Furniture;Chairs;127.554;3;0.3;-9.111
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Furniture;Furnishings;77.952;3;0.2;155.904
First Class;Corporate;United States;Los Angeles;California;90036;West;Office Supplies;Binders;14.016;4;0.2;49.056
Standard Class;Corporate;United States;Richmond;Kentucky;40475;South;Office Supplies;Storage;69.52;2;0;194.656
Standard Class;Corporate;United States;Richmond;Kentucky;40475;South;Office Supplies;Art;5.64;3;0;16.356
Standard Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Binders;13.776;3;0.2;44.772
Standard Class;Consumer;United States;Wausau;Wisconsin;54401;Central;Office Supplies;Appliances;245.88;6;0;688.464
Standard Class;Consumer;United States;Wausau;Wisconsin;54401;Central;Office Supplies;Storage;36.63;3;0;98.901
Standard Class;Consumer;United States;Wausau;Wisconsin;54401;Central;Office Supplies;Storage;22.58;2;0;58.708
Standard Class;Consumer;United States;Wausau;Wisconsin;54401;Central;Office Supplies;Binders;12.39;3;0;58.233
Standard Class;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Binders;39.92;5;0.2;13.473
Standard Class;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Paper;61.96;2;0;27.882
Standard Class;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Binders;19.936;4;0.2;72.268
First Class;Consumer;United States;Dublin;Ohio;43017;East;Office Supplies;Binders;3.798;2;0.7;-26.586
First Class;Consumer;United States;Dublin;Ohio;43017;East;Office Supplies;Paper;27.744;6;0.2;100.572
First Class;Consumer;United States;Dublin;Ohio;43017;East;Technology;Phones;158.376;4;0.4;-343.148
Standard Class;Home Office;United States;Henderson;Kentucky;42420;South;Furniture;Furnishings;27.58;2;0;115.836
Standard Class;Consumer;United States;Bowling Green;Ohio;43402;East;Office Supplies;Binders;5.553;3;0.7;-40.722
Standard Class;Consumer;United States;Memphis;Tennessee;38109;South;Office Supplies;Storage;243.92;5;0.2;-54.882
First Class;Consumer;United States;Lakewood;New Jersey;8701;East;Office Supplies;Fasteners;14.96;4;0;0.2992
First Class;Corporate;United States;Los Angeles;California;90008;West;Office Supplies;Binders;7.184;2;0.2;2.245
Second Class;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Binders;10.512;3;0.2;36.792
Second Class;Corporate;United States;Salem;Oregon;97301;West;Technology;Phones;263.96;5;0.2;19.797
Second Class;Corporate;United States;Salem;Oregon;97301;West;Office Supplies;Art;71.632;11;0.2;17.908
Second Class;Corporate;United States;Salem;Oregon;97301;West;Office Supplies;Art;9.328;1;0.2;0.8162
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Office Supplies;Art;5.88;2;0;2.646
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Furniture;Chairs;975.92;5;0.2;121.99
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Office Supplies;Art;303.84;8;0;91.152
Standard Class;Consumer;United States;Pasco;Washington;99301;West;Office Supplies;Storage;485.88;6;0;194.352
Second Class;Consumer;United States;Oakland;California;94601;West;Furniture;Furnishings;12.54;3;0;45.144
Second Class;Consumer;United States;Oakland;California;94601;West;Office Supplies;Storage;8.94;3;0;0.6258
Second Class;Consumer;United States;Oakland;California;94601;West;Furniture;Furnishings;9.24;3;0;44.352
Standard Class;Consumer;United States;Los Angeles;California;90004;West;Office Supplies;Binders;70.008;3;0.2;245.028
Standard Class;Consumer;United States;Los Angeles;California;90004;West;Furniture;Furnishings;77.6;4;0;38.024
Standard Class;Consumer;United States;Los Angeles;California;90004;West;Furniture;Furnishings;464.85;9;0;92.97
Standard Class;Corporate;United States;Oak Park;Illinois;60302;Central;Office Supplies;Art;10.192;7;0.2;10.192
Standard Class;Corporate;United States;Morristown;New Jersey;7960;East;Office Supplies;Binders;1793.98;2;0;8.431.706
Second Class;Home Office;United States;Austin;Texas;78745;Central;Technology;Phones;758.352;6;0.2;2.654.232
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Binders;20.368;1;0.2;73.834
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Binders;49.848;3;0.2;168.237
Standard Class;Consumer;United States;New York City;New York;10024;East;Technology;Phones;239.97;3;0;671.916
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Furniture;Chairs;2.404.704;6;0.2;150.294
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Office Supplies;Binders;563.024;11;0.2;1.900.206
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Office Supplies;Storage;344.91;3;0;103.473
Standard Class;Consumer;United States;Seattle;Washington;98103;West;Office Supplies;Labels;8.64;3;0;42.336
Standard Class;Corporate;United States;Lancaster;Pennsylvania;17602;East;Technology;Phones;89.988;2;0.4;-14.998
Standard Class;Corporate;United States;Lancaster;Pennsylvania;17602;East;Office Supplies;Paper;229.544;7;0.2;832.097
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Fasteners;1.824;2;0.2;0.6156
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Appliances;18.32;5;0.8;-46.716
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Storage;48.816;3;0.2;-115.938
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Binders;1.188;1;0.8;-19.602
Standard Class;Corporate;United States;Columbus;Ohio;43229;East;Technology;Accessories;119.8;5;0.2;29.95
Standard Class;Home Office;United States;Durham;North Carolina;27707;South;Office Supplies;Storage;61.568;2;0.2;46.176
Standard Class;Home Office;United States;Durham;North Carolina;27707;South;Office Supplies;Art;6.192;3;0.2;0.4644
First Class;Consumer;United States;Pensacola;Florida;32503;South;Office Supplies;Binders;2.214;3;0.7;-1.476
Second Class;Corporate;United States;Henderson;Kentucky;42420;South;Office Supplies;Envelopes;5.32;2;0;26.068
Second Class;Corporate;United States;Henderson;Kentucky;42420;South;Furniture;Chairs;975.92;4;0;292.776
Second Class;Corporate;United States;Henderson;Kentucky;42420;South;Technology;Accessories;2249.91;9;0;5.174.793
Second Class;Corporate;United States;Henderson;Kentucky;42420;South;Office Supplies;Storage;59.92;4;0;167.776
Standard Class;Consumer;United States;Anaheim;California;92804;West;Office Supplies;Binders;171.2;5;0.2;64.2
Standard Class;Consumer;United States;Anaheim;California;92804;West;Office Supplies;Art;3.36;2;0;0.8736
Standard Class;Corporate;United States;Detroit;Michigan;48227;Central;Office Supplies;Paper;114.2;5;0;52.532
Second Class;Corporate;United States;Marietta;Georgia;30062;South;Furniture;Chairs;182.67;3;0;529.743
Second Class;Corporate;United States;Marietta;Georgia;30062;South;Technology;Accessories;101.7;6;0;6.102
Second Class;Corporate;United States;Marietta;Georgia;30062;South;Office Supplies;Storage;1126.02;3;0;56.301
Second Class;Corporate;United States;Marietta;Georgia;30062;South;Office Supplies;Storage;1263.3;6;0;315.825
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Art;8.82;3;0;25.578
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Paper;37.94;2;0;182.112
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Art;4.2;2;0;1.176
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Storage;227.28;2;0;22.728
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Paper;47.9;1;0;22.992
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Envelopes;61.96;2;0;303.604
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Storage;1117.92;4;0;55.896
First Class;Consumer;United States;Parma;Ohio;44134;East;Furniture;Chairs;183.372;2;0.3;-78.588
First Class;Consumer;United States;Parma;Ohio;44134;East;Office Supplies;Paper;7.968;2;0.2;28.884
Standard Class;Consumer;United States;Gresham;Oregon;97030;West;Office Supplies;Binders;26.352;8;0.7;-184.464
Standard Class;Corporate;United States;Anaheim;California;92804;West;Office Supplies;Storage;481.32;4;0;1.251.432
Standard Class;Corporate;United States;Anaheim;California;92804;West;Office Supplies;Supplies;13.98;1;0;36.348
Standard Class;Consumer;United States;New York City;New York;10035;East;Office Supplies;Binders;25.92;6;0.2;9.072
